"Course Title","Courses - LONG_CLASS_TITLE","First Name","Last Name","Quarter","Invites","Resp.","%Resp","Q1 Average Number of Hours Per Week Spent in Preparation","Q2 Info Clearly Conveyed","Q3 Info Conveyed In an Interesting Way","Q4 Acquired Useful Tools","Q5 Amount Learned from Course","Q6 Recommend Course to Others"
"BUSN 30000 85","Financial Accounting","J Douglas","Hanna","Summer 2020","18","13","72.220000000000000","6.460000000000000","4.460000000000000","4.080000000000000","4.150000000000000","3.920000000000000","3.850000000000000"
"BUSN 30000 85","Financial Accounting","Anya","Kleymenova","Spring 2020","63","29","46.030000000000000","8.480000000000000","4.410000000000000","4.410000000000000","4.760000000000000","4.620000000000000","4.690000000000000"
"BUSN 30000 85","Financial Accounting","Pingyang","Gao","Winter 2020","34","18","52.940000000000000","5.780000000000000","4.330000000000000","4.060000000000000","4.560000000000000","4.220000000000000","4.220000000000000"
"BUSN 30000 85","Financial Accounting","Anastasia","Zakolyukina","Autumn 2020","64","44","68.750000000000000","6.590000000000000","4.610000000000000","4.520000000000000","4.610000000000000","4.480000000000000","4.500000000000000"
"BUSN 30001 01","Cost Analysis and Internal Controls","John","Gallemore","Winter 2020","70","64","91.430000000000000","4.970000000000000","4.700000000000000","4.670000000000000","4.700000000000000","4.470000000000000","4.660000000000000"
"BUSN 30001 02","Cost Analysis and Internal Controls","John","Gallemore","Winter 2020","70","61","87.140000000000000","5.310000000000000","4.870000000000000","4.870000000000000","4.820000000000000","4.700000000000000","4.890000000000000"
"BUSN 30001 81","Cost Analysis and Internal Controls","John","Gallemore","Winter 2020","68","63","92.650000000000000","5.730000000000000","4.620000000000000","4.750000000000000","4.670000000000000","4.490000000000000","4.600000000000000"
"BUSN 30116 01","Accounting and Financial Analysis","Leonard C","Soffer","Winter 2020","37","16","43.240000000000000","3.940000000000000","4.130000000000000","4.250000000000000","4.310000000000000","4.190000000000000","4.130000000000000"
"BUSN 30116 01","Accounting and Financial Analysis","Hans","Christensen","Autumn 2020","37","20","54.050000000000000","4.000000000000000","4.650000000000000","4.500000000000000","4.650000000000000","4.250000000000000","4.650000000000000"
"BUSN 30116 02","Accounting and Financial Analysis","Hans","Christensen","Autumn 2020","31","20","64.520000000000000","3.850000000000000","4.550000000000000","4.550000000000000","4.700000000000000","4.350000000000000","4.350000000000000"
"BUSN 30116 81","Accounting and Financial Analysis","Leonard C","Soffer","Winter 2020","11","5","45.450000000000000","4.600000000000000","4.200000000000000","4.400000000000000","4.400000000000000","4.200000000000000","4.000000000000000"
"BUSN 30116 81","Accounting and Financial Analysis","Hans","Christensen","Autumn 2020","23","16","69.570000000000000","4.060000000000000","4.500000000000000","4.500000000000000","4.500000000000000","4.250000000000000","4.380000000000000"
"BUSN 30116 85","Accounting and Financial Analysis","Leonard C","Soffer","Winter 2020","15","11","73.330000000000000","5.910000000000000","4.550000000000000","4.360000000000000","4.730000000000000","4.450000000000000","4.550000000000000"
"BUSN 30118 01","Taxes and Business Strategy","Ira","Weiss","Spring 2020","70","30","42.860000000000000","5.200000000000000","4.100000000000000","4.300000000000000","4.600000000000000","4.400000000000000","4.370000000000000"
"BUSN 30118 01","Taxes and Business Strategy","Merle","Erickson","Autumn 2020","60","30","50.000000000000000","3.470000000000000","4.400000000000000","3.930000000000000","4.670000000000000","4.330000000000000","4.270000000000000"
"BUSN 30118 02","Taxes and Business Strategy","Merle","Erickson","Autumn 2020","48","30","62.500000000000000","4.000000000000000","4.400000000000000","4.130000000000000","4.430000000000000","4.300000000000000","4.330000000000000"
"BUSN 30118 81","Taxes and Business Strategy","Ira","Weiss","Spring 2020","68","27","39.710000000000000","7.410000000000000","4.480000000000000","4.630000000000000","4.520000000000000","4.330000000000000","4.520000000000000"
"BUSN 30118 81","Taxes and Business Strategy","Merle","Erickson","Autumn 2020","50","33","66.000000000000000","6.760000000000000","4.610000000000000","4.550000000000000","4.700000000000000","4.480000000000000","4.520000000000000"
"BUSN 30120 01","Accounting, Economic, and Regulatory Issues in Complex Deals","Mark","Maffett","Spring 2020","60","30","50.000000000000000","4.200000000000000","4.630000000000000","4.300000000000000","4.730000000000000","4.300000000000000","4.500000000000000"
"BUSN 30120 81","Accounting, Economic, and Regulatory Issues in Complex Deals","Mark","Maffett","Spring 2020","49","27","55.100000000000000","4.260000000000000","4.560000000000000","4.370000000000000","4.700000000000000","4.410000000000000","4.480000000000000"
"BUSN 30120 85","Accounting, Economic, and Regulatory Issues in Complex Deals","Mark","Maffett","Spring 2020","56","32","57.140000000000000","4.470000000000000","4.340000000000000","4.130000000000000","4.380000000000000","4.090000000000000","4.130000000000000"
"BUSN 30121 01","Accounting for Entrepreneurship:  From Start Up to IPO","Ira","Weiss","Winter 2020","65","60","92.310000000000000","3.350000000000000","4.850000000000000","4.750000000000000","4.550000000000000","4.430000000000000","4.720000000000000"
"BUSN 30121 02","Accounting for Entrepreneurship:  From Start Up to IPO","Ira","Weiss","Winter 2020","65","54","83.080000000000000","3.670000000000000","4.760000000000000","4.670000000000000","4.700000000000000","4.520000000000000","4.650000000000000"
"BUSN 30121 81","Accounting for Entrepreneurship:  From Start Up to IPO","Philip","Berger","Summer 2020","34","24","70.590000000000000","5.040000000000000","4.380000000000000","4.170000000000000","4.330000000000000","4.330000000000000","4.290000000000000"
"BUSN 30121 81","Accounting for Entrepreneurship:  From Start Up to IPO","Ira","Weiss","Winter 2020","62","46","74.190000000000000","3.570000000000000","4.610000000000000","4.370000000000000","4.390000000000000","4.260000000000000","4.390000000000000"
"BUSN 30121 82","Accounting for Entrepreneurship:  From Start Up to IPO","Philip","Berger","Summer 2020","58","43","74.140000000000000","3.910000000000000","4.650000000000000","4.230000000000000","4.420000000000000","4.300000000000000","4.420000000000000"
"BUSN 30121 85","Accounting for Entrepreneurship:  From Start Up to IPO","Philip","Berger","Summer 2020","21","11","52.380000000000000","4.000000000000000","4.730000000000000","4.550000000000000","4.640000000000000","4.450000000000000","4.640000000000000"
"BUSN 30130 01","Financial Statement Analysis","John Roderick","Hand","Spring 2020","60","21","35.000000000000000","7.710000000000000","4.520000000000000","4.670000000000000","4.430000000000000","4.480000000000000","4.570000000000000"
"BUSN 30130 01","Financial Statement Analysis","Abbie J","Smith","Winter 2020","62","38","61.290000000000000","5.180000000000000","4.240000000000000","3.660000000000000","4.110000000000000","3.610000000000000","3.630000000000000"
"BUSN 30130 01","Financial Statement Analysis","Michael","Minnis","Autumn 2020","60","38","63.330000000000000","4.470000000000000","4.530000000000000","4.610000000000000","4.370000000000000","4.260000000000000","4.450000000000000"
"BUSN 30130 02","Financial Statement Analysis","Michael","Minnis","Autumn 2020","54","38","70.370000000000000","4.240000000000000","4.610000000000000","4.580000000000000","4.450000000000000","4.210000000000000","4.500000000000000"
"BUSN 30130 81","Financial Statement Analysis","John Roderick","Hand","Spring 2020","63","28","44.440000000000000","7.960000000000000","4.750000000000000","4.860000000000000","4.860000000000000","4.710000000000000","4.710000000000000"
"BUSN 30130 81","Financial Statement Analysis","Abbie J","Smith","Winter 2020","64","33","51.560000000000000","4.610000000000000","4.240000000000000","3.850000000000000","4.360000000000000","4.060000000000000","4.030000000000000"
"BUSN 30130 81","Financial Statement Analysis","Michael","Minnis","Autumn 2020","54","30","55.560000000000000","4.330000000000000","4.430000000000000","4.330000000000000","4.500000000000000","4.370000000000000","4.400000000000000"
"BUSN 30130 85","Financial Statement Analysis","Abbie J","Smith","Winter 2020","56","39","69.640000000000000","7.360000000000000","4.280000000000000","3.950000000000000","4.330000000000000","4.180000000000000","4.150000000000000"
"BUSN 30131 01","Adv Fin Analysis & Valuation","Christian","Leuz","Spring 2020","64","33","51.560000000000000","6.090000000000000","4.760000000000000","4.670000000000000","4.610000000000000","4.550000000000000","4.700000000000000"
"BUSN 30131 81","Adv Fin Analysis & Valuation","Christian","Leuz","Spring 2020","64","26","40.630000000000000","6.040000000000000","4.620000000000000","4.690000000000000","4.650000000000000","4.540000000000000","4.620000000000000"
"BUSN 30800 88","Financial Accounting","Haresh B","Sapra","Autumn 2020","87","63","72.410000000000000","14.840000000000000","4.350000000000000","4.330000000000000","4.570000000000000","4.290000000000000","4.380000000000000"
"BUSN 30800 92","Financial Accounting","Haresh B","Sapra","Autumn 2020","51","33","64.710000000000000","9.180000000000000","4.150000000000000","3.970000000000000","4.210000000000000","3.940000000000000","4.030000000000000"
"BUSN 30800 93","Financial Accounting","Haresh B","Sapra","Autumn 2020","80","54","67.500000000000000","12.240000000000000","4.670000000000000","4.410000000000000","4.480000000000000","4.350000000000000","4.520000000000000"
"BUSN 30801 88","Managerial Accounting and Analysis","Douglas","Skinner","Autumn 2020","35","19","54.290000000000000","7.790000000000000","4.680000000000000","4.530000000000000","4.630000000000000","4.370000000000000","4.370000000000000"
"BUSN 30801 92","Managerial Accounting and Analysis","Leonard C","Soffer","Autumn 2020","44","30","68.180000000000000","12.930000000000000","4.530000000000000","3.770000000000000","4.170000000000000","3.930000000000000","4.000000000000000"
"BUSN 30801 93","Managerial Accounting and Analysis","Leonard C","Soffer","Autumn 2020","40","20","50.000000000000000","5.550000000000000","4.550000000000000","4.300000000000000","4.350000000000000","4.350000000000000","4.250000000000000"
"BUSN 30901 50","Economic Modeling of Accounting Issues","Haresh B","Sapra","Winter 2020","3","2","66.670000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000","5.000000000000000"
"BUSN 30902 50","Empirical Research in Accounting","Raymond","Ball","Spring 2020","9","6","66.670000000000000","7.500000000000000","4.670000000000000","4.330000000000000","4.670000000000000","4.330000000000000","4.330000000000000"
"BUSN 30906 50","Contracting on Accounting Information","Valeri","Nikolaev","Winter 2020","8","6","75.000000000000000","14.670000000000000","4.330000000000000","4.170000000000000","4.670000000000000","4.330000000000000","4.500000000000000"
"BUSN 31001 01","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","64","35","54.690000000000000","2.060000000000000","4.200000000000000","4.000000000000000","4.000000000000000","3.740000000000000","3.770000000000000"
"BUSN 31001 02","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","66","32","48.480000000000000","2.380000000000000","4.340000000000000","4.190000000000000","4.060000000000000","3.880000000000000","4.000000000000000"
"BUSN 31001 03","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","68","45","66.180000000000000","2.930000000000000","4.220000000000000","4.040000000000000","4.000000000000000","3.780000000000000","3.910000000000000"
"BUSN 31001 04","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","64","33","51.560000000000000","1.730000000000000","4.360000000000000","4.270000000000000","4.090000000000000","3.760000000000000","3.880000000000000"
"BUSN 31001 05","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","68","35","51.470000000000000","1.800000000000000","4.260000000000000","4.140000000000000","4.140000000000000","3.770000000000000","3.970000000000000"
"BUSN 31001 06","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","66","35","53.030000000000000","1.200000000000000","4.260000000000000","3.890000000000000","3.910000000000000","3.660000000000000","3.690000000000000"
"BUSN 31001 07","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","66","24","36.360000000000000","1.830000000000000","4.290000000000000","4.250000000000000","3.920000000000000","3.750000000000000","3.790000000000000"
"BUSN 31001 08","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","66","35","53.030000000000000","1.510000000000000","4.310000000000000","4.230000000000000","4.110000000000000","3.740000000000000","4.000000000000000"
"BUSN 31001 09","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","66","32","48.480000000000000","2.030000000000000","4.030000000000000","3.880000000000000","3.810000000000000","3.500000000000000","3.590000000000000"
"BUSN 31001 10","Leadership: Effectiveness and Development","Robert Ward","Vishny","Autumn 2020","66","29","43.940000000000000","1.830000000000000","4.380000000000000","4.170000000000000","3.930000000000000","3.620000000000000","3.790000000000000"
"BUSN 31002 81","Leadership Exploration and Development","Robert Ward","Vishny","Summer 2020","67","21","31.340000000000000","2.570000000000000","4.240000000000000","3.950000000000000","3.860000000000000","3.570000000000000","3.710000000000000"
"BUSN 31002 81","Leadership Exploration and Development","Stacey","Kole","Spring 2020","89","53","59.550000000000000","2.550000000000000","4.020000000000000","3.830000000000000","3.750000000000000","3.420000000000000","3.420000000000000"
"BUSN 31002 81","Leadership Exploration and Development","Robert Ward","Vishny","Autumn 2020","238","172","72.270000000000000","1.700000000000000","4.280000000000000","4.060000000000000","3.950000000000000","3.600000000000000","3.690000000000000"
"BUSN 31401 01","Interpersonal Dynamics","Darryl","Pure","Spring 2020","12","2","16.670000000000000","10.000000000000000","5.000000000000000","4.500000000000000","5.000000000000000","5.000000000000000","5.000000000000000"
"BUSN 31401 01","Interpersonal Dynamics","Darryl","Pure","Winter 2020","12","10","83.330000000000000","3.800000000000000","4.700000000000000","4.500000000000000","5.000000000000000","4.800000000000000","4.800000000000000"
"BUSN 31401 01","Interpersonal Dynamics","Darryl","Pure","Autumn 2020","12","12","100.000000000000000","5.920000000000000","4.830000000000000","4.830000000000000","4.920000000000000","4.830000000000000","4.830000000000000"
"BUSN 31401 02","Interpersonal Dynamics","Lisa","Stefanac","Winter 2020","12","10","83.330000000000000","3.800000000000000","5.000000000000000","4.900000000000000","5.000000000000000","5.000000000000000","5.000000000000000"
"BUSN 31401 02","Interpersonal Dynamics","Christine","Carpenter","Autumn 2020","12","12","100.000000000000000","4.420000000000000","4.000000000000000","4.080000000000000","4.330000000000000","4.250000000000000","4.330000000000000"
"BUSN 31401 03","Interpersonal Dynamics","Richard","Volden","Autumn 2020","12","12","100.000000000000000","4.330000000000000","4.920000000000000","4.830000000000000","5.000000000000000","4.920000000000000","4.920000000000000"
"BUSN 31401 81","Interpersonal Dynamics","Lisa","Stefanac","Spring 2020","13","6","46.150000000000000","5.670000000000000","5.000000000000000","4.830000000000000","4.830000000000000","4.830000000000000","4.830000000000000"
"BUSN 31401 81","Interpersonal Dynamics","Lisa","Stefanac","Autumn 2020","12","11","91.670000000000000","4.180000000000000","4.910000000000000","5.000000000000000","4.910000000000000","5.000000000000000","4.910000000000000"
"BUSN 31402 01","Leadership Practicum","Christopher","Collins","Spring 2020","37","17","45.950000000000000","3.000000000000000","3.880000000000000","3.940000000000000","4.350000000000000","4.180000000000000","4.120000000000000"
"BUSN 31402 81","Leadership Practicum","Christopher","Collins","Winter 2020","24","14","58.330000000000000","4.430000000000000","4.710000000000000","4.710000000000000","4.710000000000000","4.500000000000000","4.570000000000000"
"BUSN 31402 81","Leadership Practicum","Christopher","Collins","Autumn 2020","26","18","69.230000000000000","3.330000000000000","4.670000000000000","4.560000000000000","4.560000000000000","4.500000000000000","4.440000000000000"
"BUSN 31403 01","Leadership Studio","Harry L","Davis","Spring 2020","29","6","20.690000000000000","3.330000000000000","4.500000000000000","4.170000000000000","5.000000000000000","4.500000000000000","4.170000000000000"
"BUSN 31403 01","Leadership Studio","Nancy","Tennant","Spring 2020","29","6","20.690000000000000","3.330000000000000","4.500000000000000","4.000000000000000","5.000000000000000","4.500000000000000","4.170000000000000"
"BUSN 31403 01","Leadership Studio","Harry L","Davis","Winter 2020","28","9","32.140000000000000","2.440000000000000","4.560000000000000","4.780000000000000","4.440000000000000","4.220000000000000","4.220000000000000"
"BUSN 31403 01","Leadership Studio","Nancy","Tennant","Winter 2020","28","9","32.140000000000000","2.440000000000000","4.110000000000000","3.890000000000000","4.440000000000000","4.220000000000000","4.220000000000000"
"BUSN 31403 81","Leadership Studio","Harry L","Davis","Spring 2020","23","9","39.130000000000000","3.780000000000000","4.330000000000000","4.330000000000000","4.110000000000000","4.110000000000000","3.890000000000000"
"BUSN 31403 81","Leadership Studio","Nancy","Tennant","Spring 2020","23","9","39.130000000000000","3.780000000000000","4.220000000000000","4.330000000000000","4.110000000000000","4.110000000000000","3.890000000000000"
"BUSN 31403 81","Leadership Studio","Harry L","Davis","Winter 2020","28","10","35.710000000000000","3.600000000000000","4.700000000000000","4.400000000000000","4.300000000000000","3.800000000000000","4.000000000000000"
"BUSN 31403 81","Leadership Studio","Nancy","Tennant","Winter 2020","28","10","35.710000000000000","3.600000000000000","4.500000000000000","4.200000000000000","4.300000000000000","3.800000000000000","4.000000000000000"
"BUSN 31702 01","Leadership Effectiveness and Development (LEAD) Lab II","Stacey","Kole","Spring 2020","40","13","32.500000000000000","2.310000000000000","4.540000000000000","4.540000000000000","4.620000000000000","4.380000000000000","4.620000000000000"
"BUSN 32100 81","Data Analysis with R and Python","Xikuan","Wang","Spring 2020","33","14","42.420000000000000","5.360000000000000","4.000000000000000","4.140000000000000","4.710000000000000","4.430000000000000","4.210000000000000"
"BUSN 32100 81","Data Analysis with R and Python","Lara","Kattan","Autumn 2020","34","18","52.940000000000000","4.670000000000000","3.780000000000000","3.940000000000000","4.170000000000000","3.720000000000000","3.560000000000000"
"BUSN 32100 85","Data Analysis with R and Python","Lara","Kattan","Autumn 2020","31","17","54.840000000000000","5.350000000000000","4.350000000000000","4.290000000000000","4.410000000000000","4.350000000000000","4.350000000000000"
"BUSN 32200 01","Artificial Intelligence","Sendhil","Mullainathan","Winter 2020","65","43","66.150000000000000","3.260000000000000","4.470000000000000","4.720000000000000","4.600000000000000","4.400000000000000","4.560000000000000"
"BUSN 32901 50","Applications of Machine Learning to the Empirical Sciences","Sendhil","Mullainathan","Winter 2020","27","10","37.040000000000000","7.500000000000000","4.300000000000000","4.600000000000000","4.800000000000000","4.200000000000000","4.500000000000000"
"BUSN 33001 01","Microeconomics","Rebecca","Dizon-Ross","Winter 2020","29","16","55.170000000000000","4.880000000000000","4.630000000000000","4.380000000000000","4.380000000000000","4.060000000000000","4.380000000000000"
"BUSN 33001 01","Microeconomics","Rebecca","Dizon-Ross","Autumn 2020","63","40","63.490000000000000","3.830000000000000","4.650000000000000","4.450000000000000","4.280000000000000","3.950000000000000","4.280000000000000"
"BUSN 33001 02","Microeconomics","Rebecca","Dizon-Ross","Autumn 2020","70","43","61.430000000000000","4.440000000000000","4.700000000000000","4.630000000000000","4.560000000000000","4.280000000000000","4.440000000000000"
"BUSN 33001 03","Microeconomics","Alexander","Frankel","Autumn 2020","23","17","73.910000000000000","4.290000000000000","4.000000000000000","3.760000000000000","4.000000000000000","3.760000000000000","3.590000000000000"
"BUSN 33001 04","Microeconomics","Richard","Hornbeck","Autumn 2020","63","38","60.320000000000000","4.970000000000000","4.000000000000000","3.420000000000000","3.920000000000000","3.500000000000000","3.470000000000000"
"BUSN 33001 05","Microeconomics","Richard","Hornbeck","Autumn 2020","62","35","56.450000000000000","4.570000000000000","4.060000000000000","3.600000000000000","3.890000000000000","3.600000000000000","3.800000000000000"
"BUSN 33001 06","Microeconomics","Michael","Gibbs","Autumn 2020","69","45","65.220000000000000","3.710000000000000","4.490000000000000","4.530000000000000","4.440000000000000","4.180000000000000","4.510000000000000"
"BUSN 33001 07","Microeconomics","Michael","Gibbs","Autumn 2020","69","43","62.320000000000000","3.840000000000000","4.400000000000000","4.510000000000000","4.090000000000000","3.930000000000000","4.210000000000000"
"BUSN 33001 81","Microeconomics","Ram","Shivakumar","Summer 2020","66","53","80.300000000000000","4.260000000000000","4.360000000000000","4.450000000000000","4.360000000000000","4.260000000000000","4.400000000000000"
"BUSN 33001 81","Microeconomics","Daniel","Rappoport","Spring 2020","47","24","51.060000000000000","6.460000000000000","3.540000000000000","3.080000000000000","3.830000000000000","3.330000000000000","3.290000000000000"
"BUSN 33001 81","Microeconomics","Rebecca","Dizon-Ross","Winter 2020","30","21","70.000000000000000","4.330000000000000","4.710000000000000","4.620000000000000","4.760000000000000","4.430000000000000","4.760000000000000"
"BUSN 33001 81","Microeconomics","Rebecca","Dizon-Ross","Autumn 2020","63","47","74.600000000000000","5.190000000000000","4.600000000000000","4.380000000000000","4.380000000000000","4.190000000000000","4.360000000000000"
"BUSN 33001 82","Microeconomics","Alexander","Frankel","Autumn 2020","20","16","80.000000000000000","5.060000000000000","4.560000000000000","4.190000000000000","4.130000000000000","4.130000000000000","4.500000000000000"
"BUSN 33001 83","Microeconomics","Richard","Hornbeck","Autumn 2020","45","32","71.110000000000000","5.530000000000000","4.590000000000000","4.220000000000000","4.530000000000000","4.340000000000000","4.470000000000000"
"BUSN 33001 85","Microeconomics","Ram","Shivakumar","Summer 2020","66","54","81.820000000000000","4.720000000000000","4.540000000000000","4.610000000000000","4.520000000000000","4.330000000000000","4.520000000000000"
"BUSN 33001 85","Microeconomics","Andrew","McClellan","Spring 2020","62","23","37.100000000000000","4.610000000000000","4.130000000000000","3.870000000000000","4.170000000000000","3.700000000000000","3.910000000000000"
"BUSN 33001 85","Microeconomics","Rebecca","Dizon-Ross","Winter 2020","17","11","64.710000000000000","4.270000000000000","4.730000000000000","4.360000000000000","4.550000000000000","4.360000000000000","4.550000000000000"
"BUSN 33001 85","Microeconomics","Alexander","Frankel","Autumn 2020","34","25","73.530000000000000","4.760000000000000","4.480000000000000","4.280000000000000","4.280000000000000","4.240000000000000","4.360000000000000"
"BUSN 33032 01","Managing the Workplace","Canice","Prendergast","Spring 2020","62","29","46.770000000000000","3.550000000000000","4.660000000000000","4.720000000000000","4.620000000000000","4.380000000000000","4.380000000000000"
"BUSN 33032 81","Managing the Workplace","Canice","Prendergast","Summer 2020","66","39","59.090000000000000","3.720000000000000","4.560000000000000","4.540000000000000","4.510000000000000","4.260000000000000","4.360000000000000"
"BUSN 33032 81","Managing the Workplace","Canice","Prendergast","Spring 2020","63","24","38.100000000000000","3.670000000000000","4.460000000000000","4.380000000000000","4.380000000000000","4.250000000000000","4.330000000000000"
"BUSN 33032 81","Managing the Workplace","Stacey","Kole","Winter 2020","30","20","66.670000000000000","3.250000000000000","4.450000000000000","4.050000000000000","4.000000000000000","3.650000000000000","3.900000000000000"
"BUSN 33032 85","Managing the Workplace","Canice","Prendergast","Spring 2020","56","23","41.070000000000000","3.650000000000000","4.650000000000000","4.740000000000000","4.650000000000000","4.520000000000000","4.650000000000000"
"BUSN 33040 01","Macroeconomics","Thomas","Winberry","Spring 2020","69","31","44.930000000000000","5.000000000000000","4.710000000000000","4.680000000000000","4.520000000000000","4.390000000000000","4.610000000000000"
"BUSN 33040 01","Macroeconomics","Veronica","Guerrieri","Winter 2020","17","12","70.590000000000000","4.420000000000000","3.830000000000000","3.580000000000000","4.000000000000000","3.750000000000000","3.830000000000000"
"BUSN 33040 01","Macroeconomics","Joseph","Vavra","Autumn 2020","33","26","78.790000000000000","4.810000000000000","4.500000000000000","4.270000000000000","4.310000000000000","4.150000000000000","4.080000000000000"
"BUSN 33040 02","Macroeconomics","Veronica","Guerrieri","Winter 2020","38","23","60.530000000000000","4.260000000000000","4.170000000000000","3.780000000000000","4.170000000000000","4.040000000000000","3.740000000000000"
"BUSN 33040 02","Macroeconomics","Joseph","Vavra","Autumn 2020","26","17","65.380000000000000","4.350000000000000","4.470000000000000","4.290000000000000","4.180000000000000","4.060000000000000","4.000000000000000"
"BUSN 33040 03","Macroeconomics","Joseph","Vavra","Winter 2020","26","16","61.540000000000000","4.810000000000000","4.630000000000000","4.250000000000000","4.750000000000000","4.440000000000000","4.250000000000000"
"BUSN 33040 81","Macroeconomics","John P","Huizinga","Summer 2020","29","19","65.520000000000000","4.160000000000000","4.740000000000000","4.420000000000000","4.470000000000000","4.530000000000000","4.580000000000000"
"BUSN 33040 81","Macroeconomics","Thomas","Winberry","Spring 2020","65","34","52.310000000000000","7.090000000000000","4.620000000000000","4.530000000000000","4.410000000000000","4.290000000000000","4.470000000000000"
"BUSN 33040 81","Macroeconomics","Joseph","Vavra","Autumn 2020","39","31","79.490000000000000","5.030000000000000","4.450000000000000","4.320000000000000","4.350000000000000","4.260000000000000","4.190000000000000"
"BUSN 33040 85","Macroeconomics","John P","Huizinga","Summer 2020","17","10","58.820000000000000","4.800000000000000","4.100000000000000","4.000000000000000","4.300000000000000","3.900000000000000","4.000000000000000"
"BUSN 33040 85","Macroeconomics","Joseph","Vavra","Winter 2020","30","15","50.000000000000000","5.470000000000000","4.130000000000000","3.530000000000000","4.000000000000000","3.800000000000000","3.670000000000000"
